Fecha,Inflacion Indice de precios al consumidor (INPC) mensual,Inflacion Indice de precios al consumidor (INPC) acumulada en el anio,Inflacion Indice de precios al consumidor (INPC) anual,Inflacion subyacente mensual,Inflacion subyacente acumulada en el año, Inflacion subyacente anual,Inflacion no subyacente mensual,Inflacion no subyacente acumulada en el año, Inflacion no subyacente anual
01/06/2017,-45.65217391,-5.35714286,87.79761905,-33.33,-13.37,40.41,-82.35,20.77,254.31
01/07/2017,-17.39130435,6.25000000,91.66666667,-40.00,-5.23,43.60,41.18,44.41,260.06
01/08/2017,6.52173913,21.42857143,98.21428571,-44.44,2.33,45.35,139.22,85.30,282.75
01/09/2017,-32.60869565,31.25000000,88.98809524,-37.78,10.76,39.53,-19.61,99.04,260.38
01/10/2017,36.95652174,50.59523810,89.58333333,-44.44,18.31,38.66,245.10,158.79,264.22
01/11/2017,123.91304348,83.03571429,97.32142857,-24.44,28.78,42.44,500.00,264.54,282.43
01/12/2017,28.26086957,101.48809524,101.48809524,-6.67,41.57,41.57,113.73,303.19,303.19
01/01/2018,-10.16949153,-92.17134417,-18.02067947,-33.33,-94.25,-6.37,13.76,-90.17,-33.12
01/02/2018,-35.59322034,-86.55834564,-21.12259970,16.67,-84.19,-12.32,-92.66,-89.54,-32.73
01/03/2018,-45.76271186,-81.68389956,-25.55391433,-21.43,-77.21,-17.45,-72.48,-87.08,-36.37
01/04/2018,-157.62711864,-86.70605613,-32.79172821,-64.29,-74.33,-23.82,-257.80,-100.95,-43.98
01/05/2018,-127.11864407,-89.21713442,-33.38257016,-38.10,-68.99,-24.23,-226.61,-111.89,-44.61
01/06/2018,-33.89830508,-83.45642541,-31.31462334,-45.24,-64.07,-25.67,-22.94,-105.31,-38.27
01/07/2018,-8.47457627,-75.48005908,-28.95125554,-30.95,-58.11,-25.46,16.51,-95.32,-33.60
01/08/2018,-1.69491525,-66.61742984,-27.62186115,-40.48,-52.98,-25.46,47.71,-82.49,-30.27
01/09/2018,-28.81355932,-60.26587888,-25.84933530,-23.81,-46.20,-24.64,-33.03,-76.55,-27.50
01/10/2018,-11.86440678,-52.43722304,-27.62186115,-26.19,-39.63,-23.41,5.50,-67.19,-32.65
01/11/2018,44.06779661,-39.43870015,-30.28064993,-40.48,-34.29,-25.46,144.04,-45.25,-36.05
01/12/2018,18.64406780,-28.65583456,-28.65583456,11.90,-24.44,-24.44,27.52,-33.44,-33.44
01/01/2019,-87.14285714,-98.13664596,-9.52380952,-57.45,-94.57,-2.17,-117.99,-102.98,-18.93
01/02/2019,-104.28571429,-98.75776398,-18.42650104,-8.51,-82.88,-3.80,-199.28,-119.29,-37.50
01/03/2019,-44.28571429,-90.89026915,-17.18426501,-27.66,-73.37,-3.53,-63.31,-113.33,-34.88
01/04/2019,-92.85714286,-89.64803313,-8.69565217,-2.13,-60.87,5.16,-182.73,-126.90,-27.62
01/05/2019,-141.42857143,-95.65217391,-11.38716356,-65.96,-56.52,2.45,-219.42,-146.19,-31.19
01/06/2019,-91.42857143,-94.40993789,-18.21946170,-36.17,-48.10,4.62,-148.92,-153.93,-50.12
01/07/2019,-45.71428571,-86.54244306,-21.73913043,-44.68,-40.76,3.80,-46.76,-145.48,-56.67
01/08/2019,-102.85714286,-86.95652174,-34.57556936,-57.45,-35.05,2.72,-150.36,-153.57,-84.76
01/09/2019,-62.85714286,-81.57349896,-37.88819876,-36.17,-26.90,1.90,-89.21,-151.79,-91.55
01/10/2019,-22.85714286,-70.18633540,-37.47412008,-46.81,-20.11,0.00,5.04,-135.12,-87.98
01/11/2019,15.71428571,-53.20910973,-38.50931677,-53.19,-13.86,-0.82,88.49,-104.88,-88.33
01/12/2019,-20.00000000,-41.40786749,-41.40786749,-12.77,-2.45,-2.45,-28.06,-92.98,-92.98
01/01/2020,-14.28571429,-83.03886926,14.48763251,-19.51,-90.81,3.90,-4.00,62.71,206.78
01/02/2020,-25.00000000,-68.19787986,30.74204947,-12.20,-80.78,1.95,-43.00,159.32,545.76
01/03/2020,-108.92857143,-69.96466431,14.84098940,-29.27,-72.42,0.28,-206.00,-23.73,271.19
01/04/2020,-280.35714286,-106.00706714,-24.02826855,-12.20,-62.40,-2.51,-617.00,-903.39,-432.20
01/05/2020,-32.14285714,-92.22614841,0.35335689,-26.83,-54.04,1.39,-34.00,-794.92,-40.68
01/06/2020,-1.78571429,-73.14487633,17.66784452,-9.76,-43.45,3.34,12.00,-613.56,266.10
01/07/2020,17.85714286,-49.46996466,27.91519435,-2.44,-32.31,7.24,48.00,-371.19,394.92
01/08/2020,-30.35714286,-35.68904594,43.10954064,-21.95,-23.40,10.58,-37.00,-264.41,628.81
01/09/2020,-58.92857143,-27.20848057,41.69611307,-21.95,-14.21,11.14,-104.00,-271.19,594.92
01/10/2020,8.92857143,-5.30035336,44.52296820,-41.46,-7.24,10.86,77.00,25.42,649.15
01/11/2020,-85.71428571,-2.47349823,17.66784452,-119.51,-9.75,1.95,-44.00,122.03,294.92
01/12/2020,-32.14285714,11.30742049,11.30742049,34.15,5.85,5.85,-113.00,100.00,100.00
01/01/2021,126.31578947,-72.69841270,12.38095238,-34.55,-90.53,1.05,-1946.15,103.39,122.88
01/02/2021,65.78947368,-52.38095238,19.36507937,-29.09,-80.26,1.84,-1146.15,221.19,190.68
01/03/2021,118.42105263,-25.71428571,48.25396825,-1.82,-65.79,8.42,-1400.00,370.34,434.75
01/04/2021,-13.15789474,-15.23809524,93.01587302,-32.73,-56.05,8.68,-261.54,388.14,945.76
01/05/2021,-47.36842105,-8.57142857,86.98412698,-3.64,-42.11,15.00,476.92,321.19,811.86
01/06/2021,39.47368421,8.88888889,86.66666667,3.64,-26.58,20.53,-423.08,358.47,747.46
01/07/2021,55.26315789,28.25396825,84.44444444,-12.73,-13.68,22.63,-815.38,441.53,695.76
01/08/2021,-50.00000000,34.60317460,77.46031746,-21.82,-2.11,25.79,300.00,394.92,589.83
01/09/2021,63.15789474,54.92063492,90.47619048,-16.36,10.26,29.47,-946.15,493.22,694.07
01/10/2021,121.05263158,82.85714286,98.09523810,-10.91,23.95,36.58,-1538.46,662.71,702.54
01/11/2021,200.00000000,121.26984127,133.96825397,-32.73,33.95,49.21,-2753.85,980.51,968.64
01/12/2021,-5.26315789,133.65079365,133.65079365,45.45,56.32,56.32,592.31,894.92,894.92
01/01/2022,63.88888889,-91.98369565,-3.94021739,-22.50,-89.56,4.55,-157.78,-95.57,-17.55
01/02/2022,130.55555556,-80.57065217,-1.08695652,-5.00,-76.77,10.94,-215.56,-86.71,-20.44
01/03/2022,175.00000000,-66.98369565,1.22282609,-10.00,-64.65,14.14,-298.89,-71.12,-19.51
01/04/2022,50.00000000,-59.51086957,4.34782609,-2.50,-51.18,21.55,-84.44,-72.40,-22.74
01/05/2022,-50.00000000,-56.92934783,3.94021739,-26.25,-41.08,22.56,13.33,-81.43,-25.30
01/06/2022,133.33333333,-45.10869565,8.55978261,-3.75,-27.61,26.09,-218.89,-72.15,-19.34
01/07/2022,105.55555556,-34.64673913,10.73369565,-22.50,-16.67,28.79,-221.11,-62.52,-17.80
01/08/2022,94.44444444,-24.72826087,18.20652174,0.00,-2.53,35.52,-143.33,-59.11,-9.28
01/09/2022,72.22222222,-15.89673913,18.20652174,-16.25,9.43,39.39,-152.22,-54.86,-15.16
01/10/2022,58.33333333,-7.74456522,14.26630435,-21.25,20.71,41.75,-142.22,-51.45,-28.79
01/11/2022,61.11111111,0.67934783,5.97826087,-43.75,28.79,43.27,-204.44,-42.93,-51.19
01/12/2022,5.55555556,6.25000000,6.25000000,-18.75,40.57,40.57,-55.56,-46.59,-46.59
01/01/2023,78.94736842,-91.30434783,1.15089514,9.23,-91.50,1.20,-242.50,-90.91,0.80
01/02/2023,47.36842105,-84.14322251,-2.55754476,-6.15,-84.07,-0.72,-200.00,-84.53,-9.89
01/03/2023,-28.94736842,-80.69053708,-12.40409207,-20.00,-77.72,-3.11,25.00,-92.50,-47.85
01/04/2023,-105.26315789,-80.94629156,-20.07672634,-40.00,-72.93,-8.14,212.50,-112.60,-66.19
01/05/2023,-157.89473684,-83.75959079,-25.31969309,-50.77,-68.98,-11.50,370.00,-142.42,-80.22
01/06/2023,-73.68421053,-82.48081841,-35.29411765,-53.85,-65.39,-17.49,30.00,-150.56,-105.74
01/07/2023,26.31578947,-76.21483376,-38.74680307,-40.00,-60.48,-20.48,-292.50,-138.60,-110.69
01/08/2023,44.73684211,-69.05370844,-40.66496164,-58.46,-57.13,-27.19,-460.00,-116.11,-94.10
01/09/2023,15.78947368,-63.17135550,-43.09462916,-44.62,-52.69,-31.02,-275.00,-105.10,-90.43
01/10/2023,0.00000000,-58.18414322,-45.52429668,-40.00,-47.90,-34.13,-185.00,-99.68,-91.07
01/11/2023,68.42105263,-49.74424552,-44.75703325,-60.00,-44.55,-36.53,-552.50,-70.81,-77.19
01/12/2023,86.84210526,-40.40920716,-40.40920716,-32.31,-39.04,-39.04,-482.50,-45.93,-45.93
01/01/2024,25.35211268,-80.90128755,4.72103004,-9.09,-92.14,-6.48,54.90,-30.09,54.57
01/02/2024,-87.32394366,-78.75536481,-5.57939914,11.36,-82.32,-8.84,-171.90,-63.13,8.26
01/03/2024,-59.15492958,-72.53218884,-5.15021459,0.00,-73.67,-10.61,-110.46,-67.85,18.88
01/04/2024,-71.83098592,-68.24034335,-0.21459227,-52.27,-69.55,-14.15,-88.24,-62.54,63.42

